id,ScientificName,CommonName,AcceptedSymbol,Symbol,State,Category,FamilyCommonName,Duration,GrowthHabit,NativeStatus,ActiveGrowthPeriod,FlowerColor,FoliageColor,FoliagePorositySummer,FoliagePorosityWinter,FruitColor,GrowthRate,MaxHeight20Yrs,MatureHeight,Lifespan,ResproutAbility,AdaptedCoarseSoils,AdaptedMediumSoils,AdaptedFineSoils,AnaerobicTolerance,DroughtTolerance,MoistureUse,Precipitation_Minimum,Precipitation_Maximum,RootDepthMinimum,ShadeTolerance,TemperatureMinimum,BloomPeriod,PalatableBrowseAnimal,PalatableGrazeAnimal,PalatableHuman
14771,Valeriana acutiloba var. acutiloba,sharpleaf valerian,VAACA,VAACA,"<strong>USA</strong> (AZ, CO, NM, SD, UT, WY)",Dicot,Valerian family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14772,Rhamnus lanceolata,lanceleaf buckthorn,RHLA,RHLA,"<strong>USA</strong> (AL, AR, IA, IL, IN, KS, KY, LA, MD, MO, MS, NE, OH, OK, PA, SD, TN, TX, VA, WI, WV)",Dicot,Buckthorn family,Perennial,"Shrub, Tree",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14773,Myrcia paganii,ausu,MYPA,MYPA,<strong>USA+</strong> (PR),Dicot,Myrtle family,Perennial,"Tree, Shrub",PR (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14774,Hesperolinon breweri,Brewer's dwarf-flax,HEBR4,HEBR4,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14775,Cynodontium polycarpon,cynodontium moss,CYPO8,CYPO8,,Moss,,,Nonvascular,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14776,Baldellia,waterplantain,BALDE,BALDE,"<strong>USA</strong> (WA), <strong>CAN</strong> (NF)",Monocot,Water-plantain family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14777,Solanum wendlandii,giant potatocreeper,SOWE,SOWE,<strong>USA+</strong> (PR),Dicot,Potato family,Perennial,Vine,PR (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14778,Phlyctella andensis,phlyctella lichen,PHAN16,PHAN16,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14779,Lewisia kelloggii ssp. kelloggii,Kellogg's lewisia,LEKEK,LEKEK,"<strong>USA</strong> (ID), <strong>CAN</strong> (CA)",Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14780,Eriogonum nudum var. pubiflorum,naked buckwheat,ERNUP4,ERNUP4,"<strong>USA</strong> (NV, OR), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14781,Centaurea cineraria,dusty miller,CECI2,CECI2,"<strong>USA</strong> (MD, NY), <strong>CAN</strong> (CA)",Dicot,Aster family,Perennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14782,Agropyron cristatum ssp. pectinatum var. imbricatum,,AGCRI,AGCRI,,Monocot,Grass family,Perennial,Graminoid,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14783,Valeriana acutiloba var. pubicarpa,hairyfruit valerian,VAACP,VAACP,"<strong>USA</strong> (CO, ID, MT, NV, OR, UT, WA, WY), <strong>CAN</strong> (CA)",Dicot,Valerian family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14784,Rhamnus lanceolata ssp. glabrata,lanceleaf buckthorn,RHLAG2,RHLAG2,"<strong>USA</strong> (AL, AR, IA, IL, IN, KS, KY, LA, MO, MS, NE, OH, OK, SD, TN, TX, VA, WI)",Dicot,Buckthorn family,Perennial,"Shrub, Tree",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14785,Hesperolinon californicum,California dwarf-flax,HECA11,HECA11,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14786,Cynodontium schisti,schist cynodontium moss,CYSC9,CYSC9,,Moss,,,Nonvascular,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14787,Baldellia ranunculoides,lesser waterplantain,BARA,BARA,"<strong>USA</strong> (WA), <strong>CAN</strong> (NF)",Monocot,Water-plantain family,Perennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14788,Solanum woodburyi,Woodbury's nightshade,SOWO,SOWO,<strong>USA+</strong> (PR),Dicot,Potato family,Perennial,Shrub,PR (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14789,Phlyctidia,phlyctidia lichen,PHLYC2,PHLYC2,,Lichen,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14790,Lewisia leeana,quill-leaf lewisia,LELE8,LELE8,"<strong>USA</strong> (OR), <strong>CAN</strong> (CA)",Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14791,Eriogonum nudum var. regirivum,Kings River buckwheat,ERNUR,ERNUR,<strong>CAN</strong> (CA),Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14792,Centaurea cyanus,garden cornflower,CECY2,CECY2,"<strong>USA</strong> (AL, AR, AZ, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, ON, PE, QC, YT, CA), <strong>DEN</strong> (GL)",Dicot,Aster family,Annual,Forb/herb,"L48 (I), HI (I), CAN (I), GL (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14793,Agropyron desertorum,desert wheatgrass,AGDE2,AGDE2,"<strong>USA</strong> (AZ, CO, IA, IL, IN, KS, MA, MO, MT, ND, NM, NV, NY, OH, OR, SD, TX, UT, WI, WY), <strong>CAN</strong> (CA)",Monocot,Grass family,Perennial,Graminoid,L48 (I),Spring and Fall,Yellow,Green,Dense,Porous,Brown,Moderate,0,2,Long,No,No,Yes,Yes,None,High,Medium,6,16,10,Intolerant,-43,Early Spring,Low,High,No
14794,Valeriana arizonica,Arizona valerian,VAAR3,VAAR3,"<strong>USA</strong> (AZ, CO, NM, TX, UT)",Dicot,Valerian family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14795,Rhamnus lanceolata ssp. lanceolata,lanceleaf buckthorn,RHLAL3,RHLAL3,"<strong>USA</strong> (AL, IA, IL, IN, KY, MD, MO, OH, PA, TN, VA, WI, WV)",Dicot,Buckthorn family,Perennial,"Shrub, Tree",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14796,Myrcianthes,myrcianthes,MYRCI2,MYRCI2,"<strong>USA</strong> (FL), <strong>USA+</strong> (PR, VI)",Dicot,Myrtle family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14797,Hesperolinon clevelandii,Allen Springs dwarf-flax,HECL3,HECL3,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14798,Cynodontium strumiferum,cynodontium moss,CYST70,CYST70,,Moss,,,Nonvascular,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14799,Balduina,honeycombhead,BALDU,BALDU,"<strong>USA</strong> (AL, FL, GA, LA, MS, NC, SC)",Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14800,Solanum xanti,chaparral nightshade,SOXA,SOXA,"<strong>USA</strong> (AZ, NV, OR), <strong>CAN</strong> (CA)",Dicot,Potato family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14801,Phlyctidia ludoviciensis,phlyctidia lichen,PHLU3,PHLU3,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14802,Lewisia longipetala,Truckee lewisia,LELO2,LELO2,<strong>CAN</strong> (CA),Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14803,Eriogonum nudum var. scapigerum,naked buckwheat,ERNUS2,ERNUS2,<strong>CAN</strong> (CA),Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14804,Centaurea dealbata,whitewash cornflower,CEDE15,CEDE15,,Dicot,Aster family,Perennial,Forb/herb,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14805,Agropyron fragile,Siberian wheatgrass,AGFR,AGFR,"<strong>USA</strong> (CO, NM, NV, SD, UT, WY), <strong>CAN</strong> (AB, BC, MB, NT, SK, YT)",Monocot,Grass family,Perennial,Graminoid,"L48 (I), CAN (I)",Spring and Fall,Yellow,Green,Moderate,Porous,Brown,Rapid,0,3,Long,No,Yes,Yes,No,None,High,Low,6,25,10,Intolerant,-43,Mid Spring,Medium,Medium,No
14806,Valeriana californica,California valerian,VACA2,VACA2,"<strong>USA</strong> (NV, OR), <strong>CAN</strong> (CA)",Dicot,Valerian family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14807,Rhamnus libanotica,,RHLI3,RHLI3,,Dicot,Buckthorn family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14808,Myrcianthes fragrans,twinberry,MYFR,MYFR,"<strong>USA</strong> (FL), <strong>USA+</strong> (PR, VI)",Dicot,Myrtle family,Perennial,"Tree, Shrub","L48 (N), PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14809,Hesperolinon congestum,Marin dwarf-flax,HECO12,HECO12,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14810,Cynodontium strumulosum,cynodontium moss,CYST6,CYST6,,Moss,,,Nonvascular,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14811,Balduina angustifolia,coastal plain honeycombhead,BAAN3,BAAN3,"<strong>USA</strong> (AL, FL, GA, MS)",Dicot,Aster family,"Annual, Biennial, Perennial",Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14812,Solanum xanti var. glabrescens,chaparral nightshade,SOXAG,SOXAG,<strong>CAN</strong> (CA),Dicot,Potato family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14813,Phlyctis,blemished lichen,PHLYC3,PHLYC3,,Lichen,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14814,Lewisia maguirei,Maguire's lewisia,LEMA3,LEMA3,<strong>USA</strong> (NV),Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14815,Eriogonum nudum var. westonii,Weston's buckwheat,ERNUW,ERNUW,<strong>CAN</strong> (CA),Dicot,Buckwheat family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14816,Centaurea debeauxii,meadow knapweed,CEDE5,CEDE5,,Dicot,Aster family,Perennial,Forb/herb,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14817,Agropyron ×hybrid,'Hycrest',AGHY2,AGHY2,,Monocot,Grass family,Perennial,Graminoid,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14818,Valeriana capitata,captiate valerian,VACA3,VACA3,"<strong>USA</strong> (AK), <strong>CAN</strong> (BC, NT, YT)",Dicot,Valerian family,Perennial,Forb/herb,"AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14819,Rhamnus lycioides,,RHLY,RHLY,,Dicot,Buckthorn family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14820,Myrciaria,guavaberry,MYRCI3,MYRCI3,"<strong>USA+</strong> (PR, VI)",Dicot,Myrtle family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14821,Hesperolinon didymocarpum,Lake County dwarf-flax,HEDI3,HEDI3,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14822,Cynodontium tenellum,cynodontium moss,CYTE13,CYTE13,,Moss,,,Nonvascular,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14823,Balduina atropurpurea,purpledisk honeycombhead,BAAT,BAAT,"<strong>USA</strong> (AL, FL, GA, NC, SC)",Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14824,Solanum xanti var. hoffmannii,Hoffmann's nightshade,SOXAH,SOXAH,<strong>CAN</strong> (CA),Dicot,Potato family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14825,Phlyctis agelaea,blemished lichen,PHAG3,PHAG3,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14826,Lewisia nevadensis,Nevada lewisia,LENE5,LENE5,"<strong>USA</strong> (AZ, CO, ID, MT, NM, NV, OR, WA, WY), <strong>CAN</strong> (CA)",Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14827,Eriogonum nummulare,money buckwheat,ERNU4,ERNU4,"<strong>USA</strong> (AZ, NV, UT), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Perennial,"Subshrub, Shrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14828,Centaurea depressa,Iranian knapweed,CEDE10,CEDE10,<strong>USA</strong> (MD),Dicot,Aster family,"Annual, Biennial",Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14829,Agrostemma,corncockle,AGROS,AGROS,"<strong>USA</strong> (AK, AL, AR, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (MB, NB, ON, PE, QC, SK, CA)",Dicot,Pink family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14830,Valeriana columbiana,Wenatchee valerian,VACO2,VACO2,<strong>USA</strong> (WA),Dicot,Valerian family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14831,Rhamnus lycioides ssp. oleoides,,RHLYO,RHLYO,,Dicot,Buckthorn family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14832,Myrciaria borinquena,false tamarisk,MYBO,MYBO,<strong>USA+</strong> (PR),Dicot,Myrtle family,Perennial,Tree,PR (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14833,Hesperolinon disjunctum,Coast Range dwarf-flax,HEDI4,HEDI4,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14834,Cynoglossum,hound's tongue,CYNOG,CYNOG,"<strong>USA</strong> (AL, AR, AZ, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>USA+</strong> (PR), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, ON, QC, SK, YT, CA)",Dicot,Borage family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14835,Balduina uniflora,oneflower honeycombhead,BAUN,BAUN,"<strong>USA</strong> (AL, FL, GA, LA, MS, NC, SC)",Dicot,Aster family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14836,Solanum xanti var. intermedium,chaparral nightshade,SOXAI,SOXAI,<strong>CAN</strong> (CA),Dicot,Potato family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14837,Phlyctis argena,blemished lichen,PHAR17,PHAR17,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14838,Lewisia oppositifolia,oppositeleaf lewisia,LEOP,LEOP,"<strong>USA</strong> (OR), <strong>CAN</strong> (CA)",Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14839,Eriogonum nutans,Dugway buckwheat,ERNU5,ERNU5,"<strong>USA</strong> (NV, OR, UT), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14840,Centaurea diffusa,diffuse knapweed,CEDI3,CEDI3,"<strong>USA</strong> (AZ, CO, CT, IA, ID, IL, IN, KY, MA, MI, MO, MT, NE, NJ, NM, NV, OH, OR, TN, UT, WA, WI, WY), <strong>CAN</strong> (AB, BC, ON, QC, SK, YT, CA)",Dicot,Aster family,"Annual, Perennial",Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14841,Agrostemma brachyloba,narrow corncockle,AGBR4,AGBR4,<strong>USA</strong> (CO),Dicot,Pink family,Annual,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14842,Valeriana dioica,marsh valerian,VADI,VADI,"<strong>USA</strong> (ID, ME, MT, NV, SD, WA, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NT, ON, QC, SK, YT, CA)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14843,Rhamnus petiolaris,,RHPE12,RHPE12,,Dicot,Buckthorn family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14844,Myrciaria cauliflora,jaboticaba,MYCA9,MYCA9,,Dicot,Myrtle family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14845,Hesperolinon drymarioides,drymary dwarf-flax,HEDR4,HEDR4,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14846,Cynoglossum amabile,Chinese hound's tongue,CYAM3,CYAM3,"<strong>USA</strong> (AR, HI, MA, NH, NY, OK, WI), <strong>USA+</strong> (PR)",Dicot,Borage family,"Biennial, Perennial",Forb/herb,"L48 (I), HI (I), PR (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14847,Ballota,horehound,BALLO,BALLO,"<strong>USA</strong> (AL, CT, IA, IL, MA, MD, NE, NJ, NY, OH, OR, PA, WA, WI), <strong>CAN</strong> (ON)",Dicot,Mint family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14848,Solanum xanti var. montanum,chaparral nightshade,SOXAM,SOXAM,"<strong>USA</strong> (NV), <strong>CAN</strong> (CA)",Dicot,Potato family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14849,Phlyctis speirea,blemished lichen,PHSP5,PHSP5,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14850,Lewisia pygmaea,alpine lewisia,LEPY2,LEPY2,"<strong>USA</strong> (AK, AZ, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), <strong>CAN</strong> (AB, BC, YT, CA)",Dicot,Purslane family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14851,Eriogonum nutans var. glabratum,Dugway buckwheat,ERNUG,ERNUG,"<strong>USA</strong> (NV), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14852,Centaurea diluta,North African knapweed,CEDI4,CEDI4,"<strong>USA</strong> (MO), <strong>CAN</strong> (CA)",Dicot,Aster family,Annual,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14853,Agrostemma githago,common corncockle,AGGI,AGGI,"<strong>USA</strong> (AK, AL, AR, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (MB, NB, ON, PE, QC, SK, CA)",Dicot,Pink family,Annual,Forb/herb,"L48 (I), AK (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14854,Valeriana dioica var. sylvatica,woods valerian,VADIS,VADIS,"<strong>USA</strong> (ID, ME, MT, NV, SD, WA, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NT, ON, QC, SK, YT, CA)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14855,Rhamnus pirifolia,island redberry,RHPI,RHPI,<strong>CAN</strong> (CA),Dicot,Buckthorn family,Perennial,"Tree, Shrub",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14856,Myrciaria floribunda,guavaberry,MYFL,MYFL,"<strong>USA+</strong> (PR, VI)",Dicot,Myrtle family,Perennial,Tree,"PR (N), VI (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14857,Hesperolinon micranthum,smallflower dwarf-flax,HEMI9,HEMI9,"<strong>USA</strong> (NV, OR), <strong>CAN</strong> (CA)",Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14858,Cynoglossum furcatum,Ceylon hound's tongue,CYFU8,CYFU8,"<strong>USA</strong> (FL, LA, MS, TX), <strong>USA+</strong> (PR)",Dicot,Borage family,"Biennial, Perennial",Forb/herb,"L48 (I), PR (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14859,Ballota nigra,black horehound,BANI,BANI,"<strong>USA</strong> (AL, CT, IA, IL, MA, MD, NE, NJ, NY, OH, OR, PA, WA, WI), <strong>CAN</strong> (ON)",Dicot,Mint family,Perennial,Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14860,Solanum xanti var. obispoense,San Luis Obispo nightshade,SOXAO,SOXAO,<strong>CAN</strong> (CA),Dicot,Potato family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14861,Phlyctis willeyi,Willey's blemished lichen,PHWI,PHWI,,Lichen,,,Lichenous,NA(N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14862,Lewisia rediviva,bitter root,LERE7,LERE7,"<strong>USA</strong> (AZ, CO, ID, MT, NV, OR, UT, WA, WY), <strong>CAN</strong> (AB, BC, CA)",Dicot,Purslane family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14863,Eriogonum nutans var. nutans,Dugway buckwheat,ERNUN2,ERNUN2,"<strong>USA</strong> (NV, OR, UT), <strong>CAN</strong> (CA)",Dicot,Buckwheat family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14864,Centaurea eriophora,wild sandheath,CEER,CEER,"<strong>USA</strong> (CO), <strong>CAN</strong> (CA)",Dicot,Aster family,Annual,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14865,Agrostis,bentgrass,AGROS2,AGROS2,"<strong>USA</strong> (AK, AL, AR, AZ, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>USA+</strong> (PR), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT, CA), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Monocot,Grass family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14866,Valeriana edulis,tobacco root,VAED,VAED,"<strong>USA</strong> (AZ, CO, IA, ID, IL, IN, MI, MN, MT, NM, NV, OH, OR, SD, UT, WA, WI, WY), <strong>CAN</strong> (BC, ON)",Dicot,Valerian family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14867,Rhamnus saxatilis,rock buckthorn,RHSA7,RHSA7,,Dicot,Buckthorn family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14868,Myrciaria myrtifolia,ridgetop guavaberry,MYMY,MYMY,<strong>USA+</strong> (PR),Dicot,Myrtle family,Perennial,"Tree, Shrub",PR (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14869,Hesperolinon serpentinum,Napa dwarf-flax,HESE8,HESE8,<strong>CAN</strong> (CA),Dicot,Flax family,Annual,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14870,Cynoglossum glochidiatum,prickly hound's tongue,CYGL8,CYGL8,<strong>USA</strong> (MA),Dicot,Borage family,Biennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14871,Ballota nigra var. alba,black horehound,BANIA,BANIA,"<strong>USA</strong> (CT, OH)",Dicot,Mint family,Perennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14872,Solanum xanti var. xanti,chaparral nightshade,SOXAX,SOXAX,"<strong>USA</strong> (AZ, OR), <strong>CAN</strong> (CA)",Dicot,Potato family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14873,Phoebanthus,false sunflower,PHOEB2,PHOEB2,"<strong>USA</strong> (AL, FL)",Dicot,Aster family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
14874,Lewisia rediviva var. minor,bitter root,LEREM,LEREM,"<strong>USA</strong> (NV, UT), <strong>CAN</strong> (CA)",Dicot,Purslane family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
